,TF,target,importance
126,Setdb1,Rell1,0.8635183249552085
174,Zfp318,Ikzf2,0.8634457064047176
136,Sox6,Uri1,0.8634304962093788
20,Creb1,Zc3h6,0.8634092417013319
96,Npas3,Anxa2,0.863299090291343
175,Zfp318,Plin3,0.8632873458433841
99,Nr1d2,Gria3,0.8632345734780802
158,Tulp3,Rbm11,0.8631856774818581
68,Junb,Rnf19b,0.8631050037236739
20,Creb1,Atp1a2,0.8626190064921454
156,Ttf1,Dlgap1,0.8624201377924234
148,Tef,Junb,0.862355394801928
70,Klf4,mt-Rnr2,0.8622693061487693
157,Tub,Avp,0.8622592702527859
148,Tef,Setdb1,0.8622235240050976
43,Fos,Fam84b,0.862050085465254
68,Junb,Camsap2,0.861963259827272
44,Fosb,Abca1,0.8619264008461422
175,Zfp318,Idua,0.8617480285245754
94,Nkx2-2,Arrb1,0.8615587599137722
136,Sox6,Pank1,0.8615036349341487
154,Tsc22d1,Gatsl2,0.8613063509258565
158,Tulp3,Bsg,0.8611064645627213
9,Atf3,Soga3,0.8609782690223355
154,Tsc22d1,Crls1,0.8609625350124143
28,Dlx1,Pcnt,0.8608335158766094
68,Junb,Mybl1,0.8608334708114734
202,Zfp930,Cdc5l,0.8608301551071161
183,Zfp551,Rab33a,0.8606542586814115
136,Sox6,Adgrb3,0.8606220285624901
43,Fos,Ralgps2,0.8604429337092094
66,Irx1,Akap9,0.8602200605903451
162,Zbtb4,Per1,0.8600797081314567
70,Klf4,Syt3,0.859938547587812
157,Tulp3,Nr1d2,0.8597970459915597
71,Klf6,Gtpbp4,0.859673054886776
16,Cdc5l,Lbh,0.8593484804895063
126,Setdb1,Gm42500,0.8592541248843966
99,Nr1d2,Ctxn3,0.8591867987519297
16,Cdc5l,Helz2,0.8591686588296793
13,Bcl6,Mycl,0.8590585812301121
136,Sox6,Adamts1,0.8590417985473231
78,Mbd4,Hmgcs1,0.8588485253734658
94,Nkx2-2,Thsd7a,0.8586968337338994
70,Klf4,Kcnk13,0.858574255699106
157,Tub,Ralyl,0.8581687027482209
94,Nkx2-2,Gm37969,0.8580048106432644
89,Myt1l,Ciart,0.8578518174163031
20,Creb1,Galnt3,0.8577011312393192
162,Zbtb4,Osbpl7,0.8575675650812153
67,Jun,4632415L05Rik,0.8574377310523911
20,Creb1,RP24-121L4.7,0.8574107279112196
72,Klf9,Zfp292,0.8571794505139642
180,Zfp449,Golgb1,0.8571545035792342
126,Setdb1,Ahsa2,0.8568374879654861
158,Tulp3,Rian,0.8565003725458866
149,Tef,A230001M10Rik,0.8563425872035473
175,Zfp318,RP23-336M16.2,0.8562878773611223
16,Cdc5l,Cobl,0.856268573968648
67,Jun,Avp,0.8561604460352806
28,Dlx1,AC149090.1,0.8559170970306427
71,Klf6,Abca1,0.8557839837596355
68,Junb,BC005561,0.8556911909092053
180,Zfp449,Gng12,0.8554432631955281
99,Nr1d2,Smc2,0.8553712702318379
21,Csrnp3,Slco1c1,0.8550291280905787
16,Cdc5l,Pank1,0.8548641658291768
96,Npas3,Syt16,0.8541941544127283
89,Myt1l,A230083G16Rik,0.8540990493622284
197,Zfp867,Mylpf,0.8539374697862183
43,Fos,Asic1,0.853811078259291
72,Klf9,Baz1b,0.8536190900193045
127,Setdb2,Smc3,0.8533259272622528
149,Tef,Erich3,0.8532523336197356
96,Npas3,Utp3,0.8532395764839116
26,Dbp,Ccdc73,0.8530833736883899
172,Zfp292,Hspb1,0.8530046608100994
70,Klf6,Cdc5l,0.8524344969544242
72,Klf9,Kin,0.852118004245674
203,Zfp930,Cep164,0.8521063800152332
156,Ttf1,S100a13,0.8521042129143851
20,Creb1,Nr4a1,0.8520132931017047
175,Zfp318,Hspa1b,0.8519297458148157
70,Klf4,BC005561,0.8519094758013505
78,Mbd4,Ankrd26,0.8517456019564257
150,Thrb,Lat2,0.8517149092810983
154,Tsc22d1,March1,0.8515610291921832
149,Tef,C1ql3,0.85149996057898
160,Zbtb16,mt-Rnr2,0.8514983267138997
172,Zfp292,Adamts1,0.8514284553844307
162,Zbtb4,Akap7,0.8513979398644862
67,Jun,Gm13689,0.8512901237175349
33,Egr1,Tpr,0.8510892102234263
20,Creb1,Akap17b,0.8509036590781545
99,Nr1d2,Efcab12,0.8508328675708842
158,Tulp3,Grm5,0.8505866461440958
162,Zbtb4,Dynll2,0.8502974272797793
154,Tsc22d1,Slc6a11,0.8499219740091027
162,Zbtb4,Vim,0.8493455957582353
62,Ikzf2,Phxr4,0.849305055036661
203,Zfp930,Gm44750,0.8493035108139176
149,Tef,Fam13c,0.8487313585489905
213,Zfx,Nrcam,0.8484961654975608
27,Ddit3,Galnt7,0.8484421662433577
156,Ttf1,Wfdc18,0.8484103088801918
213,Zfx,Nat14,0.8483500842168611
68,Junb,Srgap3,0.8482258214160466
86,Mycl,Parg,0.8481615727840223
85,Mybl1,Rspry1,0.8481499138606161
28,Dlx1,Opalin,0.848113488744751
16,Cdc5l,Tha1,0.8478787851713141
9,Atf3,Epb41l2,0.8477306178137959
20,Creb1,Aprt,0.8477265639476543
44,Fosb,Ube2d-ps,0.8477185512381233
89,Myt1l,Chn2,0.847669954137074
111,Pou3f2,Sparcl1,0.8475977654699085
160,Zbtb16,C920006O11Rik,0.8474196764209047
156,Ttf1,Cldn5,0.8473387774158627
148,Tef,Nr1d1,0.8473355369899827
72,Klf9,Prkdc,0.8472026873277322
94,Nkx2-2,Atxn7,0.8471810454362174
213,Zfx,Tctex1d4,0.847178467240548
157,Tub,Ralgps2,0.8469586972124465
158,Tulp3,Gria3,0.8468321334953437
98,Nr1d1,Rars,0.8465073147616042
78,Mbd4,Arpc1b,0.8463820136584769
70,Klf4,Synm,0.8463337642413038
111,Pou3f2,Acsl3,0.8463285446788283
157,Tub,Zfp449,0.8462394841941445
172,Zfp292,Gm8925,0.8461997795904999
71,Klf6,Nmi,0.8461920459365936
104,Nr4a1,Lsg1,0.8461424231857031
98,Nr1d1,Dnajb1,0.846024443197053
127,Setdb2,Gstp1,0.8458693602423789
154,Tsc22d1,Gm37645,0.8456322708482014
85,Mybl1,Tuba1a,0.8454175577149476
156,Ttf1,Smoc1,0.8452039829560334
215,Zkscan14,Lsg1,0.8450855272207279
78,Mbd4,Cdr2,0.8449942387794389
172,Zfp292,Traf4,0.8444496594003633
172,Zfp292,RP23-389K5.5,0.8442581415672464
13,Bcl6,Nktr,0.8439986817805352
94,Nkx2-2,Tigd2,0.8437903113701819
62,Ikzf2,Sepp1,0.8436409741483879
172,Zfp292,Zfp551,0.8436003389292152
71,Klf6,Nptx1,0.8435874793004607
127,Setdb2,Syt3,0.843488861445372
215,Zkscan14,Fam3c,0.8434003673534753
89,Myt1l,Cep295,0.8429594870368962
136,Sox6,Gm44679,0.8425366428177988
197,Zfp867,Ubc,0.8424435834418814
149,Tef,Vamp5,0.8422407513842616
156,Ttf1,Sh3bp4,0.8420809977126753
72,Klf9,Gadd45g,0.842076414285676
68,Junb,Fkbp5,0.8418625001641096
161,Zbtb4,Fosb,0.8418104566561253
66,Irx1,Atg14,0.8417019948658271
154,Tsc22d1,Fam98c,0.8416401341034095
104,Nr4a1,Kmt2a,0.8412424091933903
157,Tub,Insig1,0.8410232231292027
85,Mybl1,Ankrd12,0.8410107563396539
156,Ttf1,Rnf20,0.840989200421262
126,Setdb1,A230009B12Rik,0.8409212497978038
33,Egr1,Cldn10,0.8409176855712245
160,Zbtb16,Stk4,0.8405510387961088
21,Csrnp3,Gpr17,0.8403940717738487
26,Dbp,Trio,0.8402097303647543
33,Egr1,Gm21992,0.8401608294896343
175,Zfp318,Pmp22,0.8398409230826498
85,Mycl,Junb,0.8398055281979557
85,Mybl1,Hexdc,0.8397692009028185
157,Tub,Golgb1,0.8397149449872473
43,Fos,Dmxl2,0.8396908377892578
71,Klf6,Rgs16,0.8394672850443201
77,Mafb,Fam46a,0.8394359109138598
89,Myt1l,Sowaha,0.8391670905804975
67,Jun,Bmpr1a,0.8388199285791171
96,Npas3,Stk4,0.8388035150530788
43,Fos,Mt3,0.8386178105989487
89,Myt1l,Ifi27l2a,0.8383733009231493
13,Bcl6,Setdb2,0.8382562303936898
67,Jun,Heca,0.838240741356234
98,Nr1d1,Nipbl,0.8381525262477805
86,Mycl,Ccdc66,0.8380592449492047
160,Zbtb16,Sapcd1,0.8380302683170523
72,Klf9,Nipsnap1,0.8374214634374713
160,Zbtb16,Gad1,0.8364872634657663
180,Zfp449,Matn4,0.8362486912482815
62,Ikzf2,Cry2,0.8361696051995354
156,Ttf1,Thsd7a,0.8360621326970105
175,Zfp318,Vipr2,0.8359307598036121
126,Setdb2,Atf3,0.835925715615263
20,Creb1,Nat8l,0.8359147246437393
89,Myt1l,Zfp318,0.8358918961688225
67,Jun,Cep19,0.8355010836065015
162,Zbtb4,S100a6,0.8351512427132775
53,Gsx1,Epb41l2,0.8351024915289071
43,Fos,Efcab12,0.8350448735871911
172,Zfp292,Trpc5,0.8350417340570836
98,Nr1d2,Fosb,0.8350216691258234
125,Setdb1,Nr1d1,0.8349399034689469
154,Tsc22d1,Gpr183,0.8347190121187237
136,Sox6,Etaa1,0.8345203408194409
26,Dbp,Rbm28,0.8340679037864397
149,Tef,Pkd1l3,0.8336338777287563
148,Tef,Klf4,0.8332627997841682
9,Atf3,Tcf7,0.833227899246555
85,Mybl1,Acsl3,0.8331826748891646
104,Nr4a1,Rfc3,0.8329455796171333
71,Klf9,Junb,0.8328000660107463
27,Ddit3,Atp10b,0.8324666483544337
99,Nr1d2,Mex3b,0.8324216192605225
62,Ikzf2,Btg2,0.8324091510563072
156,Ttf1,Fam174b,0.8321484023660212
172,Zfp292,Dnajb1,0.8320693978946759
27,Ddit3,Gm17251,0.8320372005158507
19,Creb1,Atf3,0.8316942685822758
27,Ddit3,Nr1d2,0.8316571174887825
13,Bcl6,Camsap2,0.8310002917089981
109,Pknox2,Eps8,0.8308826427570113
158,Tulp3,Zfp292,0.830812505784182
126,Setdb1,Ccdc88a,0.8306902371827385
68,Junb,Akap7,0.8305616403503894
20,Creb1,Sfmbt1,0.8304744889890461
94,Nkx2-2,Vcl,0.8304741992187982
20,Creb1,Rbbp6,0.8303971867570541
70,Klf4,Tspan6,0.8300422990659423
157,Tub,Sgk1,0.8297868273851681
156,Ttf1,Myo10,0.8294218041500949
71,Klf9,Klf4,0.8290344054192416
111,Pou3f2,Srgap1,0.828823521162941
21,Csrnp3,Fosb,0.8287947036275775
26,Dbp,Traf4,0.828447010259174
27,Ddit3,Nmnat3,0.828055119749275
153,Tsc22d1,Junb,0.8279971564308225
53,Gsx1,Slc35f1,0.8269105925480617
50,Gm14418,Gng12,0.8268359434816452
13,Bcl6,Upf3b,0.8266015433031353
127,Setdb2,Tnfaip6,0.8263488733469633
86,Mycl,Ago1,0.8263381738490523
26,Dbp,Htt,0.8263205036419331
9,Atf3,Ptprb,0.8262981861264083
70,Klf4,Ccdc66,0.8262008460323422
97,Nr1d1,Ikzf2,0.8261097089702413
174,Zfp318,Dbp,0.8259676006442832
26,Dbp,Insig1,0.8259272769030118
126,Setdb1,4632415L05Rik,0.8255574848133178
71,Klf6,Cep57,0.8255383750271789
33,Egr1,Etnppl,0.8255228348506705
27,Ddit3,Asic1,0.8254567974011637
104,Nr4a1,Rinl,0.8254028166136279
172,Zfp292,Taf7,0.8253018602016164
68,Junb,Per2,0.8248321655847938
68,Junb,3222401L13Rik,0.824727325417679
162,Zbtb4,Nat14,0.8246915259808484
109,Pknox2,Fkbp5,0.8244592734574346
156,Ttf1,Plcb1,0.8244498637300752
78,Mbd4,Cep164,0.8239632796263973
155,Ttf1,Junb,0.823885521014404
162,Zbtb4,Itsn1,0.8236128396576025
160,Zbtb16,Pkd2l1,0.8236121004336792
203,Zfp930,Camsap2,0.8234186913999932
9,Atf3,Pln,0.823151647022963
127,Setdb2,Man1a2,0.8230655460445626
154,Tsc22d1,Gm9812,0.8228992837492975
68,Junb,Aprt,0.8228934538391592
158,Tulp3,Insig1,0.8228601156738108
66,Irx1,Rnf128,0.8227596184790582
104,Nr4a1,Sclt1,0.8223947112112088
28,Dlx1,Gstp1,0.8221475683796142
13,Bcl6,Kcnj16,0.8221280137396884
20,Creb1,Klf6,0.8220540829622512
111,Pou3f2,Gm44750,0.822034202318283
156,Ttf1,Aprt,0.8219230899978234
174,Zfp318,Jun,0.8217791676931716
27,Ddit3,Ttf1,0.8215155306721196
158,Tulp3,Tigd2,0.8213123221254455
9,Atf3,Fam13c,0.8210084120053722
71,Klf6,S100a1,0.8209143427908013
160,Zbtb16,Rab3ip,0.8207456939469209
20,Creb1,3110035E14Rik,0.8206649752054855
98,Nr1d1,Rsf1,0.8203142136628273
99,Nr1d2,Ythdc1,0.8202263795636935
33,Egr1,Upf3b,0.8202075617204113
215,Zkscan14,Arc,0.8201415013346467
26,Dbp,Smc6,0.8197635975702812
156,Ttf1,Timp4,0.8197240460097402
136,Sox6,Vgf,0.8197032820149213
172,Zfp292,Tubb4b,0.8195079696522085
26,Dbp,Klf4,0.8194798656456451
67,Jun,A230083G16Rik,0.8193258267288721
44,Fosb,Prkdc,0.8192506728547246
85,Mybl1,Wdr3,0.819091069147095
16,Cdc5l,Igsf9b,0.818591400389698
13,Bcl6,4632415L05Rik,0.818210267991625
26,Dbp,Frat2,0.8181788187644241
213,Zfx,Sbno1,0.8180290787344127
16,Cdc5l,Lhfpl3,0.8177552923612519
180,Zfp449,Pcnt,0.8177062131902899
104,Nr4a1,Rspry1,0.8174931647992952
156,Ttf1,Sgms1,0.8174568943914482
203,Zfp930,Osbpl7,0.8171995580595158
172,Zfp292,H2-D1,0.8165960681947421
86,Mycl,Sparcl1,0.8164983438526954
215,Zkscan14,Tppp3,0.81645869941657
96,Npas3,Tulp3,0.8159657080975953
154,Tsc22d1,Taf3,0.8159500856499555
44,Fosb,Zfp930,0.8159047281766773
13,Bcl6,Slc35f1,0.8156131360113225
180,Zfp449,Fbxw23,0.8155180874598418
126,Setdb1,Ncald,0.8154811499248299
70,Klf4,Fam126b,0.8148765671361733
126,Setdb1,Eif2b1,0.8147329911574847
16,Cdc5l,Cbln4,0.8146228080797464
21,Csrnp3,RP24-163K4.1,0.8145863961537835
28,Dlx1,Fut9,0.8144695345136325
20,Creb1,RP23-291B1.2,0.8144504070666096
96,Npas3,Ppfibp1,0.8142436022026383
44,Fosb,Vim,0.8141944218121155
160,Zbtb16,Srgap1,0.8141819681020873
44,Fosb,Gm38033,0.8138905983309916
85,Mybl1,Per1,0.8138323202350852
180,Zfp449,Phactr3,0.813805320626074
127,Setdb2,Tmem163,0.8136459815897176
67,Jun,Vav2,0.8135500313568087
85,Mybl1,Ezh2,0.8134429441224328
157,Tub,Pank1,0.8130319298752792
158,Tulp3,Tuba1a,0.8129702745187191
70,Klf4,Anxa2,0.8127764636923652
43,Fos,Gm5292,0.8126306294501114
70,Klf4,Susd4,0.8125726671947454
33,Egr1,Ccdc66,0.8124280928765547
62,Ikzf2,Gm44750,0.8124164729112091
98,Nr1d1,Sh3kbp1,0.8122872286076009
98,Nr1d1,H1f0,0.812263892229713
162,Zbtb4,Ngfrap1,0.8122590698048793
44,Fosb,Tpr,0.8121943462059963
159,Zbtb16,Tsc22d1,0.8119838451335878
71,Klf6,Gm12967,0.8119616551662671
98,Nr1d1,Plpp3,0.8117695950753024
183,Zfp551,Soga3,0.8116505146263779
68,Junb,Syt3,0.8114583729681291
96,Npas3,Per1,0.8113722734172704
27,Ddit3,Snhg4,0.8112765936881935
96,Npas3,Gm20492,0.8109305967715064
44,Fosb,Dtd2,0.8105711614024076
33,Egr1,RP24-163K4.3,0.8104418883093655
175,Zfp318,Midn,0.8103388591223664
70,Klf4,Mphosph10,0.8098658770223469
62,Ikzf2,Grk5,0.8096075575153027
43,Fos,Prkdc,0.8091663085545043
72,Klf9,Rasd1,0.8091213097839763
98,Nr1d1,Bod1l,0.8086171745212481
13,Bcl6,G0s2,0.8085017609059938
20,Creb1,Vgf,0.8083637827409902
203,Zfp930,Phxr4,0.8082598294607555
156,Tub,Ttf1,0.8082473865987433
96,Npas3,Camsap2,0.8081291765709893
136,Sox6,Gm43322,0.8080515145052216
33,Egr1,Tigd2,0.8078145955758124
149,Tef,Bmpr1a,0.8076893115656579
160,Zbtb16,Sowaha,0.8075950190409908
96,Npas3,Hspa5,0.8075266963646435
104,Nr4a1,Taf3,0.8074860510200147
78,Mbd4,9530059O14Rik,0.8074124651188902
172,Zfp292,Mt3,0.807299237409459
68,Junb,Spen,0.8072931262708548
72,Klf9,Tma16,0.8072157552417913
94,Nkx2-2,Vav2,0.8071684664301976
162,Zbtb4,Defb42,0.8069744394014025
203,Zfp930,Cd59a,0.8069474005994773
197,Zfp867,S100a1,0.8065611453978266
27,Ddit3,Csmd3,0.8064128538257682
9,Atf3,Gng12,0.8062754120503466
67,Jun,Otud7a,0.8062158014247546
172,Zfp292,Fam189a2,0.8060569694779542
126,Setdb1,Per2,0.805824860583013
153,Tsc22d1,Mbd4,0.8057788604420776
13,Bcl6,Fcer1g,0.805625491493002
98,Nr1d1,Anln,0.8052749991888843
156,Ttf1,Cnpy4,0.8052740207577153
33,Egr1,Traf4,0.805090926307986
26,Dbp,Smc1a,0.8048714437914681
160,Zbtb16,Fam83d,0.8048093307429924
44,Fosb,Fam126b,0.8047749196850159
126,Setdb1,H2-D1,0.8047329565104334
96,Npas3,S100a1,0.8046105856278268
43,Fos,Atrx,0.8044951366051394
13,Bcl6,H1f0,0.8044715366501776
94,Nkx2-2,3222401L13Rik,0.8043925681367907
98,Nr1d1,Tmem163,0.8043029022232985
28,Dlx1,Nppc,0.804042876918245
213,Zfx,Eps8,0.8039763640059786
149,Tef,Hmgn5,0.803866581103536
98,Nr1d1,Gtpbp4,0.8035963668346376
70,Klf4,G0s2,0.8035510784177704
71,Klf6,Ccdc112,0.8034257567674135
62,Ikzf2,Rars,0.8032433248565434
136,Sox6,Slx4ip,0.8032252276314181
156,Ttf1,Cep162,0.8030857792949591
44,Fosb,Mlip,0.8030727828087053
68,Junb,Lbh,0.8029422081306437
9,Atf3,Nrap,0.8029244544575634
68,Junb,Xaf1,0.802840038309263
27,Ddit3,RP24-163K4.3,0.8026959720823539
158,Tulp3,Mylpf,0.8024769625598664
62,Ikzf2,Ttc3,0.8024516033142017
126,Setdb1,Asic1,0.8023413930748265
67,Jun,Upf2,0.8023183469905057
109,Pknox2,Matn4,0.8021825420967268
16,Cdc5l,Tigd2,0.8021126028547176
98,Nr1d2,Atf3,0.8020298997984094
103,Nr4a1,Cdc5l,0.8017801492739888
70,Klf4,Ascc3,0.801737056947429
72,Klf9,Casp8ap2,0.8015549408956364
172,Zfp292,Eif2b1,0.801511643083358
175,Zfp318,Arap2,0.8015007961626418
111,Pou3f2,Fdx1,0.8012564901893696
16,Cdc5l,Gm8524,0.8011556093449721
44,Fosb,Sclt1,0.8010992115515347
104,Nr4a1,Slc40a1,0.8010871747640866
104,Nr4a1,Tulp3,0.801070327423623
127,Setdb2,Sema6a,0.8010439928912356
72,Klf9,Fsd1l,0.8009134194320786
136,Sox6,Gtpbp4,0.8008680326382512
98,Nr1d1,Spon1,0.8006895993579315
28,Dlx1,C1ql3,0.8005630545908586
157,Tub,Nat14,0.8003590436231759
67,Jun,Hpgds,0.800351191688625
68,Junb,Zfp292,0.8003216259170405
67,Junb,Csrnp3,0.7999598134488117
70,Klf4,Cd59a,0.7999011938936793
70,Klf4,Taf7,0.7997866010914714
203,Zfp930,Sulf2,0.7996146549653693
180,Zfp449,Ascc3,0.7993512601851092
99,Nr1d2,Dlgap1,0.7992887253343838
27,Ddit3,Sdc3,0.7991647772009282
157,Tub,Abca1,0.7990794049463367
33,Egr1,Mylpf,0.7990771990987279
197,Zfp867,Nrcam,0.7990572467503321
20,Creb1,Ankub1,0.7989637267051641
99,Nr1d2,Cep162,0.7989079950601474
16,Cdc5l,Pkd1l3,0.7988780814631166
96,Npas3,Fam98c,0.7988256555270015
62,Ikzf2,Dmxl2,0.7987991908598715
161,Zbtb4,Dbp,0.7985261687992896
33,Egr1,Nppc,0.7981625508594898
71,Klf6,Golga4,0.7981452095177883
62,Ikzf2,Basp1,0.7979539168741506
154,Tsc22d1,Lsg1,0.7978120949932853
72,Klf9,Stk4,0.7975729415118538
86,Mycl,Nat8l,0.797408667790258
126,Setdb1,G0s2,0.7973819465830719
157,Tub,Rinl,0.7972278202587467
104,Nr4a1,Lat2,0.7970988225253887
43,Fos,Zfyve16,0.7970756472513336
78,Mbd4,Nipsnap1,0.7968909837913878
71,Klf6,Qpct,0.7966868753001275
104,Nr4a1,2810013P06Rik,0.7964682447102283
213,Zfx,9530059O14Rik,0.7964618224231818
175,Zfp318,Zmym6,0.796434303590412
96,Npas3,Ezh2,0.7962951612360822
213,Zfx,Il33,0.7961288238847077
78,Mbd4,Basp1,0.7958483200385187
99,Nr1d2,Zfp292,0.7958310532735433
72,Klf9,Efcab12,0.7953680279502103
20,Creb1,Susd4,0.7951374246004876
162,Zbtb4,Cbln4,0.7949989981413323
157,Tub,Gigyf2,0.7947732248496924
104,Nr4a1,Snhg4,0.7947436352176751
156,Ttf1,Itsn1,0.7945070555669965
158,Tulp3,Actb,0.7941431957646504
26,Dbp,Ankub1,0.7940932380345692
172,Zfp292,Mt2,0.7940111785721442
99,Nr1d2,Mphosph10,0.7939021029693346
68,Junb,Gbp11,0.7937275793324311
72,Klf9,Tnfaip1,0.7936512131847628
27,Ddit3,RP24-121L4.7,0.7935002706685179
27,Ddit3,Npas3,0.7934735939045392
213,Zfx,A230009B12Rik,0.7930461435423264
162,Zbtb4,Fam46a,0.7928465702082499
197,Zfp867,Nme5,0.7928304121680015
68,Junb,Fgd3,0.7926742010332617
68,Junb,Rbbp6,0.7926704611563233
50,Gm14418,Zbtb4,0.792559739359375
70,Klf4,Neu4,0.7924661915598638
27,Ddit3,Cobl,0.7922485563964219
67,Jun,Dmxl2,0.7920528277368508
149,Tef,Kmt2a,0.7918815049790005
162,Zbtb4,Susd4,0.7918420218211958
50,Gm14418,Gatsl2,0.7913975249405899
67,Jun,Rab3ip,0.7913891932949307
180,Zfp449,Tubb4b,0.7913353021469541
203,Zfp930,Hspb1,0.7913326231016952
26,Dbp,Atp1a2,0.7912109103787109
26,Dbp,Chn2,0.7911521199543761
70,Klf4,Pln,0.7906245609476283
180,Zfp449,Rbm28,0.7904275059530069
43,Fos,Zfp318,0.7904068528740942
89,Myt1l,Dynll1,0.7897462084534909
111,Pou3f2,H2-K1,0.7897018254047468
44,Fosb,Csmd3,0.789613521718933
68,Junb,Gm26728,0.7895781935585776
44,Fosb,Sdc3,0.7894763833962057
13,Bcl6,Myo10,0.7894352456541798
68,Junb,Ankrd12,0.7893690649860726
158,Tulp3,Heca,0.7892587194872467
70,Klf4,Fsd1l,0.7890990194993571
71,Klf6,Rarres2,0.7889723490846055
27,Ddit3,Sbno1,0.7887604031990387
161,Zbtb4,Ttf1,0.788741666064461
61,Ikzf2,Bcl6,0.788559984090305
197,Zfp867,Lhfpl3,0.7885387682756554
89,Myt1l,RP24-163K4.1,0.7885356066971937
213,Zfx,Ankrd12,0.788146465300882
146,Tcf7,Mphosph10,0.7879716769712424
98,Nr1d1,Gm14946,0.7877369760487729
13,Bcl6,Rgcc,0.7875637116438976
160,Zbtb16,Fabp7,0.7874663261084008
43,Fos,RP23-389K5.5,0.7872952526657465
149,Tef,Cd3eap,0.7872275842917406
78,Mbd4,Gm44750,0.7870773135325606
13,Bcl6,Cep57,0.7869449830826633
66,Irx1,Gm7467,0.7867826695023821
43,Fos,Nrap,0.7867514769682911
72,Klf9,Slc1a2,0.7865764877212242
43,Fos,Erich1,0.7864418191612084
154,Tsc22d1,Pln,0.7861235944482563
104,Nr4a1,Rars,0.786088432757071
77,Mafb,Rab33a,0.7855703599256445
149,Tef,Mt2,0.7853537414701125
70,Klf4,Rgcc,0.7851310054431508
16,Cdc5l,Tdo2,0.7850197725351402
71,Klf6,Akap7,0.7845297668235484
175,Zfp318,Vgf,0.7844515758423242
26,Dbp,Scrg1,0.7844344275190992
98,Nr1d1,Prkcdbp,0.7844064664871596
72,Klf9,Zfp930,0.784274137349078
44,Fosb,Cd3eap,0.7837152571562875
89,Myt1l,Gm17807,0.783648109366227
68,Junb,Slc15a3,0.7834587679373441
99,Nr1d2,Ankrd26,0.7830680649201144
154,Tsc22d1,Slc25a20,0.7830581139133744
33,Egr1,Baz1b,0.7830562725911142
89,Myt1l,Rbbp6,0.7829887747582718
180,Zfp449,Phyhipl,0.782476135695064
156,Ttf1,Gm44679,0.7823274669331649
197,Zfp867,Chn2,0.7820532064141686
96,Npas3,Ubc,0.7820287491678793
62,Ikzf2,Xaf1,0.7820030138748334
68,Junb,Taok3,0.7814156598353177
26,Dbp,mt-Rnr2,0.7813613666897689
96,Npas3,Zfp36,0.7812694121131364
158,Tulp3,A230009B12Rik,0.781192715806592
156,Ttf1,Ncald,0.7811569822956699
9,Atf3,Gad1,0.7811027074657834
203,Zfp930,Phyhipl,0.7810866067598656
44,Fosb,Gas8,0.7810594549746683
89,Myt1l,Hsp90aa1,0.7807941225201833
162,Zbtb4,Clip1,0.7804287331738818
158,Tulp3,Ophn1,0.7803961519089135
104,Nr4a1,Ythdc1,0.7803142727926908
127,Setdb2,Scrg1,0.7801213705748548
70,Klf4,RP24-163K4.3,0.7800673902632755
20,Creb1,Abca1,0.7799701353319217
21,Csrnp3,Bsg,0.7799455973739768
104,Nr4a1,Esf1,0.7798650300070243
180,Zfp449,Gper1,0.7798358572220736
162,Zbtb4,Tmod2,0.779344398728484
156,Ttf1,Sfmbt1,0.779269381920347
98,Nr1d1,Slc1a3,0.7787904942819872
33,Egr1,Nipbl,0.7787339167945201
157,Tub,Gm42644,0.7785900711857799
66,Irx1,Enc1,0.7785897456577012
136,Sox6,Smc3,0.7785540404594673
149,Tef,Kcnab1,0.7784389353178746
62,Ikzf2,Arap2,0.7784245357262067
94,Nkx2-2,Elfn1,0.7783861167154172
27,Ddit3,Ankrd26,0.7783076402339865
175,Zfp318,Sowahc,0.7782324984088054
162,Zbtb4,Birc5,0.7781296083319156
27,Ddit3,Mbd4,0.7779947621037414
9,Atf3,Fam174b,0.7777599305914892
213,Zfx,Lhfpl3,0.7774256560780036
160,Zbtb16,Ankub1,0.7770656644479004
44,Fosb,Ccdc66,0.7769921357586596
89,Myt1l,Fam81a,0.7768591347565836
175,Zfp318,Mtcl1,0.7767965443798042
71,Klf6,Gm43322,0.7767117232546151
89,Myt1l,Wfdc18,0.7765215956590538
89,Myt1l,Kcna2,0.7764828086921186
172,Zfp292,Galnt7,0.7764046010082629
89,Myt1l,Gatsl2,0.776381007714021
96,Npas3,Sdc4,0.7762846023141273
203,Zfp930,Chn2,0.7762341194073301
96,Npas3,Slc1a2,0.7761046027820464
154,Tsc22d1,Git2,0.7760011032419102
78,Mbd4,3110035E14Rik,0.7759565601684612
68,Junb,Gm38033,0.7759231238152952
154,Tsc22d1,Fam81a,0.7758800344562002
67,Jun,Utp3,0.7758294137988834
68,Junb,Nppc,0.7757179666483566
162,Zbtb4,Arc,0.7755716144030639
111,Pou3f2,Rian,0.7755245181230528
175,Zfp318,Slc1a3,0.7754267568545798
77,Mafb,Lat2,0.7753873213161375
172,Zfp292,Fam174b,0.7753713527557776
70,Klf4,Cdr2,0.7752358657770577
126,Setdb1,Tnfaip1,0.7752297569929202
66,Irx1,Per1,0.7747859776979855
16,Cdc5l,Tacc3,0.7740630422813973
53,Gsx1,Camsap2,0.7740421807689001
77,Mbd4,Klf6,0.7740395683435636
180,Zfp449,Clmn,0.7740223040256559
16,Cdc5l,Cenpq,0.7739190867220141
197,Zfp867,Sulf2,0.773888020196677
213,Zfx,Htra1,0.7738749502549568
